stt,wrong,right
5320,ủa hùi h a làm gì có mag áo khoát mô,"ủa, hồi giờ anh làm gì có mang áo khoác mô?"
5321,future 125 fi 2018 chạy 18k sơ ý phải trẻ máy,"future 125 fi 2018 chạy 18 nghìn, sơ ý phải chẻ máy"
5322,anh vừa gỏ bo vừa hát hay quá hà ,anh vừa gõ bo vừa hát hay quá hà 
5323,giáo dục niền nam,giáo dục miền nam
5324,cái con xe ghẻ lên đến con đấy còn xa lắm giáng mà lên được đi rồi hãy chê còn chưa muộn đâu ,"cái con xe ghẻ lên đến con đấy còn xa lắm, ráng mà lên được đi rồi hãy chê còn chưa muộn đâu "
5325,vậy sao ko làm nguyên tấm vải ướt to chùm hết cái xe,vậy sao không làm nguyên tấm vải ướt to trùm hết cái xe
5326,con đã sẵn sàn chết vì công lý chưa?,con đã sẵn sàng chết vì công lý chưa?
5327,phải đủ uy tín khách mới giám mua bán kiểu này,phải đủ uy tín khách mới dám mua bán kiểu này
5328,mời sinh nhựt mà cựt quá he ,mời sinh nhật mà cực quá he 
5329,đuổi kẻ bắt lạt ,đuổi kẻ bắt nạt 
5330,cá tháng tư xung sướng nhất ,cá tháng tư sung sướng nhất 
5331,tây y mà chạy thì chỉ còn y học cổ chuyền thoi,tây y mà chạy thì chỉ còn y học cổ truyền thôi
5332,học để nói năng lịnh sự người ta không biết mới hỏi trắc gì ông đã biết gì mà nói người ta,"học để nói năng lịch sự, người ta không biết mới hỏi, chắc gì ông đã biết gì mà nói người ta"
5333,thật lực cười cách sử lý của csgt,thật nực cười cách xử lý của cảnh sát giao thông
5334,tức dận là bản năng kiềm chế là bản lĩnh,"tức giận là bản năng, kiềm chế là bản lĩnh"
5335,chúng ko,trúng không
5336,tuyệt đỉnh mán heo,tuyệt đỉnh máng heo
5337,bọn ít kĩ,bọn ích kỷ
5338,nước cộng sản bắt trước nữa nè,nước cộng sản bắt chước nữa nè
5339,làm viec gõ gàng gành gạch,làm việc rõ ràng rành rọt
5340,bốt lột lao động công nhân chứ hy sinh gì,bốc lột lao động công nhân chứ hy sinh gì
5341,"một chiếc thư viện ở vùng đông bắc, trung quốc.","một thư viện ở vùng đông bắc, trung quốc."
5342,"nhẹ gì , đi chổ khác","nhẹ gì, đi chỗ khác"
5343,ra mấy bà via chai lấy còn ko vỡ huấn chi là thợ thuyền,ra mấy bà ve chai lấy còn không vỡ huống chi là thợ thuyền
5344,hình như thiếu nảo ,hình như thiếu não 
5345,người ta cũng hoảng thì để người ta bình tỉnh đã chứ,người ta cũng hoảng thì để người ta bình tĩnh đã chứ
5346,cua thế thì hỏnh r,cua thế thì hỏng rồi
5347,dat bò 45km đều đều là đẹp rồi. như cởi ngựa xe hoa,dat bò 45km đều đều là đẹp rồi. như cưỡi ngựa xem hoa
5348,đã ấn độ thì biết độc lạ cở nào r,đã ấn độ thì biết độc lạ cỡ nào rồi
5349,thùng sốp giá cao,thùng xốp giá cao
5350,khoan bin hay đien vậy,khoan pin hay điện vậy
5351,lúc chạy thì ngông lắm. sảy ra tai nạn rồi thì chình bày nhà có mẹ già con nhỏ cho e xin,"lúc chạy thì ngông lắm. xảy ra tai nạn rồi thì trình bày nhà có mẹ già con nhỏ, cho em xin"
5352,họ mới học thì đi sao mà tốt được mà mấy anh cứ ép rồi tạc đầu,"họ mới học thì đi sao mà tốt được, mà mấy anh cứ ép rồi tạt đầu"
5353,ý là mái tính bạn đồ họa tốt sắc nét nữa ý,ý là máy tính bạn đồ họa tốt sắc nét nữa ý
5354,chết rồi vấn báo hại.,chết rồi vẫn báo hại.
5355,lắp giáp nguyên mẫu thì phải để thương hiệu hãng chứ sao để thương hiệu thaco được,lắp ráp nguyên mẫu thì phải để thương hiệu hãng chứ sao để thương hiệu thaco được
5356,rất dứt khoác,rất dứt khoát 
5357,thợ thầy làm ăn mất y tín ghê,thợ thầy làm ăn mất uy tín ghê
5358,càn long sống hòa thân sống cho dù có phạm tội lớn đến đâu cũng không chết. nhưng tiếc là càn long lại chết chước hòa thân,càn long sống hòa thân sống cho dù có phạm tội lớn đến đâu cũng không chết. nhưng tiếc là càn long lại chết trước hòa thân
5359,tránh ra bố trể cuốc,tránh ra bố trễ cuốc
5360,chạy xe có mấy lúc như này cũm vui.,chạy xe có mấy lúc như này cũng vui.
5361,"người đàn ông trồng cây trên xa mạc suốt 3 năm, vừa mộc mầm thì bị cô sinh viên nhổ đi.","người đàn ông trồng cây trên sa mạc suốt 3 năm, vừa mọc mầm thì bị cô sinh viên nhổ đi."
5362,tình mẹ ấm áp như là nước côm,tình mẹ ấm áp như là nước cơm
5363,có lẽ giáo viên đó còn khá trẻ (31 tuổi) nên không chịu được cú sốc tâm lí do chuyện trong lớp con tôi cũng bị chuyền đến các lớp khác,có lẽ giáo viên đó còn khá trẻ (31 tuổi) nên không chịu được cú sốc tâm lí do chuyện trong lớp con tôi cũng bị truyền đến các lớp khác
5364,"tôn kiên trảm hoa hùng,người đời ca ngợ quang công.","tôn kiên trảm hoa hùng, người đời ca ngợi quan công."
5365,người đúng cũng được. tai sai cũng được. đừng gặp nhau nữa là được.,người đúng cũng được. ta sai cũng được. đừng gặp nhau nữa là được.
5366,tôn kiên dung tướng nhưng it đất diễn quá,tôn kiên dũng tướng nhưng ít đất diễn quá
5367,"vật chất chỉ là phù phím, tiền tài thầy chỉ xem là giấy, xe cộ biệt thự chỉ là phương tiện đỡ nhọc thân","vật chất chỉ là phù phiếm, tiền tài thầy chỉ xem là giấy, xe cộ biệt thự chỉ là phương tiện đỡ nhọc thân"
5368,isuzu 93 này có turbo 105hp. tua cao chuộn cho chạy thuỷ chứ cơ giới thì thua tua lẹ quá,isuzu 93 này có turbo 105hp. tua cao chuộng cho chạy thuỷ chứ cơ giới thì thua tua lẹ quá
5369,đội điều tra đặt biệt,đội điều tra đặc biệt
5370,cái nào làm màu gọn ràng hơn cái đó thắng tao trọn trà đạo nhật bản,"cái nào làm màu gọn gàng hơn cái đó thắng, tao chọn trà đạo nhật bản"
5371,không gian còn nhiều sao k lắp tãn nhiệt luôn,không gian còn nhiều sao không lắp tản nhiệt luôn
5372,tất cả đều có lú do,tất cả đều có lý do
5373,quả bóng của conan nữa là chọn bộ,quả bóng của conan nữa là trọn bộ
5374,thì hết hợp đồng tui có iu cầu của tôi. a ko theo đc hợp đồng thì tui thu hồi là bt mà. ai chả muốn bán đc giá,thì hết hợp đồng tui có yêu cầu của tôi. anh không theo được hợp đồng thì tui thu hồi là bình thường mà. ai chả muốn bán được giá
5375,ủa váy hây khăn z,ủa váy hay khăn vậy?
5376,có khứa nào càm nam châm ở dưới à,có khứa nào cầm nam châm ở dưới à
5377,ông đó là thượng ngụy sĩ đó ổng lớn lắm,"ông đó là thượng nghị sĩ đó, ổng lớn lắm"
5378,trả biết đúng hay sai nhưng những năm 2000 đổ về mùa hè toàn 30-31độ là nóng lắm rồi giờ cứ 37-39độ.giờ làm gì còn cái rét mặc 3-4 lớp áo khoác.,"chả biết đúng hay sai nhưng những năm 2000 đổ về, mùa hè toàn 30-31độ là nóng lắm rồi giờ cứ 37-39 độ. giờ làm gì còn cái rét mặc 3-4 lớp áo khoác."
5379,ai nói đàng ông đơn giản thì lầm to rồi,ai nói đàn ông đơn giản thì lầm to rồi
5380,"dưới ô môn, chổ cầu tắc ông thục chạy vô hay s ă","dưới ô môn, chỗ cầu-tắc-ông-thục chạy vô hay sao ấy"
5381,"người đến rồi đi, được sinh ra rồi lại mất đi, cuộc đời là những chuỗi thay đổi. chú an nghĩ","người đến rồi đi, được sinh ra rồi lại mất đi, cuộc đời là những chuỗi thay đổi. chú an nghỉ"
5382,"xem ít phim thôi. biển ở dưới thấp mới là vua của trăm sông, lúa chín thì cúi đầu. ng kiêu ngạo át bại","xem ít phim thôi. biển ở dưới thấp mới là vua của trăm sông, lúa chín thì cúi đầu. người kiêu ngạo ắt bại"
5383,"bên thục có ông trương phi, bên ngụy có ông hứa chữ, thánh tấu hài","bên thục có ông trương phi, bên ngụy có ông hứa chử, thánh tấu hài"
5384,nhàu chín ngâm đường phèn khoảng 3 tháng ăn như ăn mức cực kì thơm. trị nhứt mỏi tốt lắm,nhàu chín ngâm đường phèn khoảng 3 tháng ăn như ăn mứt cực kì thơm. trị nhức mỏi tốt lắm
5385,"chủ kênh cũng như thợ rèng, cả 2 rất tuyệt vời. cần bảo tồn cả 2","chủ kênh cũng như thợ rèn, cả 2 rất tuyệt vời. cần bảo tồn cả 2"
5386,"mấy con gà không hề sợ, chắc nó là khán giã guột","mấy con gà không hề sợ, chắc nó là khán giả ruột"
5387,"tui bán hết cầm tiền cho chắt , sắp có chuyện sảy ra rồi đó quý vị ơi","tui bán hết cầm tiền cho chắc, sắp có chuyện xảy ra rồi đó quý vị ơi"
5388,"thiết kế nữa vời, ngược thì ngược hết, cái nóc thì ngược còn ban công thì vẫn bình thường","thiết kế nửa vời, ngược thì ngược hết, cái nóc thì ngược còn ban công thì vẫn bình thường"
5389,rồi các bạn sẽ thấy.đây chỉ là mở màng thôi.ai đủ tầm nhìn thì đang rất sợ…,rồi các bạn sẽ thấy. đây chỉ là mở màn thôi. ai đủ tầm nhìn thì đang rất sợ…
5390,đánh lữa hàn gió đá,đánh lửa hàn gió đá
5391,mong đc thấy hết cái hình săm,mong được thấy hết cái hình xăm
5392,lực sút cầu thủ chuyên nghiệp khổng vãi,lực sút cầu thủ chuyên nghiệp khủng vãi
5393,sưa tôi có nhắn tin hỏi trả lời lại thật sưa hot thật,"xưa tôi có nhắn tin hỏi, trả lời lại thật. xưa hot thật"
5394,xe này giành cho người độc thân hay gđ giàu trãi ngiệm. gd 4 người k đi xe này nổi đâu,xe này giành cho người độc thân hay gia đình giàu trải nghiệm. gia đình 4 người không đi xe này nổi đâu
5395,sợ có cả giả nữa vì trong giấy liêm phong khéo nhiều cửa hàng đóng cửa luono,"sợ có cả giả nữa, vì trong giấy niêm phong khéo nhiều cửa hàng đóng cửa luôn"
5396,thế lào bác,thế nào bác
5397,lính tây lương nhìn đã mắt thật . đúng là đội quân thiện chiến bật nhất tam quốc,lính tây lương nhìn đã mắt thật. đúng là đội quân thiện chiến bậc nhất tam quốc
5398,tư vẫn kiêm giám sát công trình,tư vấn kiêm giám sát công trình
5399,cty tui đọc quyền bán bơ bretel này,công ty tui độc quyền bán bơ bretel này
5400,cho sinh giá sop oi,cho xin giá shop ơi
5401,lóng quá lóng,nóng quá nóng
5402,cty làm bồn cầu thông minh.nếu mà đặt bên bạn thiết kế làm mạch điện tử cho bồn cầu thông minh dựa trên mạch có sẵn nhập từ trung quốc thì có lằn đc k,công ty làm bồn cầu thông minh. nếu mà đặt bên bạn thiết kế làm mạch điện tử cho bồn cầu thông minh dựa trên mạch có sẵn nhập từ trung quốc thì có làm được không
5403,khẩu trang phòng lộc ko leo z trời,khẩu trang phòng độc không đeo vậy trời
5404,"tào tháo vẩn đỉnh nhất, luôn trọng nhân tài nhưng vẩn biết hi sinh đúng lúc","tào tháo vẫn đỉnh nhất, luôn trọng nhân tài nhưng vẫn biết hi sinh đúng lúc"
5405,"cay nhất không phải gãy ốc, cay ở chổ cân lực vẫn gãy.từng bị","cay nhất không phải gãy ốc, cay ở chỗ cân lực vẫn gãy. từng bị"
5406,tr oi cười điêng,trời ơi cười điên
5407,bn km là thây đc nhớ hộp số bạn,bao nhiêu km là thay được nhớt hộp số bạn
5408,không hiểu vì hết,không hiểu gì hết
5409,"mấy cái linh kiện nhỏ như thế...trước làm cty nghiêm ngoặt lắm, ko đc sờ tay ko vào linh kiện luôn","mấy cái linh kiện nhỏ như thế... trước làm công ty nghiêm ngặt lắm, không được sờ tay không vào linh kiện luôn"
5410,rồi sạc pin chổ nào ko chỉ luôn ,rồi sạc pin chỗ nào không chỉ luôn 
5411,con này legion 5 2022 nè. hàng sách tay chắc phải đem gửi sang trung bảo hành. nhưng bạn ý mua quả này giá 15tr thì ngon quá,con này legion 5 2022 nè. hàng xách tay chắc phải đem gửi sang trung bảo hành. nhưng bạn ý mua quả này giá 15 triệu thì ngon quá
5412,canva vs ppt cái nào cũng sài đc có khi dùng canva thiết kế r đem qua ppt sài ,canva với ppt cái nào cũng sài được có khi dùng canva thiết kế rồi đem qua ppt xài 
5413,còn ăn toàn nữa,còn an toàn nữa
5414,làm ăn kd đàng hoàng k phạm pháp thì sợ gì .họ kiểm tra thiếu giấy nào thì vận động đi làm bổ xung cái đó .vài lần mới phạt .mình cũng buôn bán nói lần đầu e kd chưa biết là xong mà,làm ăn kinh doanh đàng hoàng không phạm pháp thì sợ gì. họ kiểm tra thiếu giấy nào thì vận động đi làm bổ sung cái đó. vài lần mới phạt. mình cũng buôn bán nói lần đầu em kinh doanh chưa biết là xong mà
